id,name,decade,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,release_date,speechiness,tempo,time_signature,valence,date_match
3TOIOTDlfG1EctyQsTcUml,Don't you leave me here,1900,0.995,0.433,268133,0.0274,0.89,3,0.0795,-28.048000000000002,1,1999-01-01,0.0486,84.564,4,0.106,0
6DWIm1TfM9WiCNQeLbbAsd,The Entertainer,1900,0.992,0.466,233600,0.15,0.872,5,0.0889,-24.581,1,1999-01-01,0.062,159.519,4,0.797,0
4AE032Y0x1WPOi5CsmggnU,Maple Leaf Rag,1900,0.991,0.406,189907,0.226,0.882,8,0.245,-22.866,1,2004-07-28,0.0477,116.26700000000001,4,0.937,0
62UCBLV4ZmkNo6RQ30iuF0,Stoptime Rag,1900,0.9890000000000001,0.662,168587,0.177,0.9,0,0.18600000000000005,-20.476,1,2007-05-29,0.0601,118.06,4,0.631,0
4YJw1jG9PC056RT1SdvyDH,The Ragtime Dance (arr. I. Perlman for violin and piano),1900,0.951,0.618,204467,0.161,0.0755,3,0.113,-21.295,1,2006-01-01,0.12300000000000001,94.955,4,0.746,0
5cO1oGqX8S2w96CwISPlLE,Maple Leaf Rag,1900,0.982,0.475,200107,0.244,0.9079999999999999,8,0.0922,-23.051,1,2005-11-01,0.0453,89.881,4,0.8079999999999999,0
5MI9eNLuAgEZzK5GqZACRK,Pine Apple Rag,1900,0.993,0.313,222587,0.17800000000000002,0.835,10,0.0968,-24.59,1,2004-07-28,0.0544,169.71400000000003,4,0.52,0
0AO4zyCYiQ5MIWhJj41cKP,Bethena: A Concert Waltz,1900,0.995,0.441,470227,0.0329,0.88,7,0.105,-28.58,1,2004-07-28,0.0648,63.147,4,0.0399,0
0bKewqEAZeQkFqWd3XW3CK,The Ragtime Dance,1900,0.98,0.46,198293,0.13699999999999998,0.919,3,0.156,-26.688000000000002,1,2005-11-01,0.046,92.139,4,0.485,0
0qofZAij99vyO1ChfpX5ty,The Entertainer: A Ragtime Two-Step,1900,0.992,0.43,282000,0.168,0.845,0,0.0693,-22.072,1,2004-07-28,0.0617,149.934,4,0.601,0
33WYMryvB4X20YortgFCcC,The Easy Winners,1900,0.992,0.374,251827,0.152,0.8859999999999999,8,0.19699999999999998,-24.643,1,2004-07-28,0.0436,154.012,4,0.654,0
5aVV6Rf9h88uRNELx2xTCi,Steamboat Bill,1900,0.995,0.727,148637,0.262,0.191,1,0.16899999999999998,-8.865,1,2014-08-29,0.4970000000000001,87.45299999999996,4,0.7709999999999999,0
1slH7A1eFLUvr1sRFk6Lod,Hello! Ma Baby - Remastered,1900,0.9940000000000001,0.718,148464,0.0955,0.0,11,0.152,-9.163,1,2020-03-27,0.27399999999999997,128.144,4,0.845,0
44LCoJXUG6Kc7geNWgjhGt,Alexander's Ragtime Band,1900,0.996,0.593,177319,0.331,0.0102,5,0.23199999999999998,-11.394,1,2014-08-29,0.0451,76.69800000000002,4,0.747,0
1C6cBUzF05xHYkVxyZMABT,O Death Where Is Thy Sting,1900,0.995,0.424,192160,0.261,0.11699999999999999,0,0.32,-16.531,1,2012-11-01,0.158,100.90799999999999,4,0.349,0
7rWOKwskv5D4gDjxTLjA0x,Bill Bailey,1900,0.995,0.573,156578,0.287,0.0242,4,0.149,-13.499,1,2014-08-29,0.0701,110.992,4,0.493,0
7hKXS5VofK4aASRrOjpiRt,The Suicide Blues (Recorded 1919),1900,0.996,0.513,179435,0.168,0.11199999999999999,3,0.177,-12.323,1,2014-12-20,0.105,163.806,4,0.447,0
2YP6hnjWUxA8Z3JyS96u0z,The Preacher and the Bear (Recorded 1912),1900,0.996,0.821,164545,0.18899999999999997,0.0025,7,0.162,-13.1,1,2014-12-20,0.447,105.071,3,0.5660000000000001,0
3PTfXG6CggRGgLC1W7wkqa,"Row, Row, Row Ziegfeld Follies of 1912",1900,0.976,0.875,207177,0.35700000000000004,0.0,7,0.953,-13.366,0,2013-04-09,0.10800000000000001,115.95299999999999,4,0.763,0
52x10MMIgOMKBlnie5bve7,I'm Afraid to Come Home in the Dark,1900,0.996,0.682,140225,0.24600000000000002,0.341,9,0.511,-15.847999999999999,1,2014-08-29,0.0727,114.60799999999999,3,0.831,0
7HOWfiU3ULILZM4m6yZsRf,What Are You Going to Do When the Rent Comes 'Round? (Recorded 1905),1900,0.996,0.725,167105,0.151,0.00561,9,0.151,-15.876,1,2014-11-23,0.5479999999999999,76.368,4,0.509,0
2ixzAfI0VOTE6g0aThizoQ,"You've Been a Good Old Wagon, but You've Done Broke Down",1900,0.945,0.5920000000000001,133000,0.42,0.0,9,0.33399999999999996,-13.067,0,2012-11-01,0.156,102.811,1,0.8170000000000001,0
0DCRYTmJEEdZJBOxxgDa8j,Daybreak at Calamity Farm,1900,0.986,0.591,253680,0.22699999999999998,0.0033299999999999996,6,0.8959999999999999,-26.488000000000003,1,1961-01-01,0.948,70.09899999999999,4,0.462,0
2BZmdkzRUkSwP0YKPzuvU1,Bashful Henry and His Lovin' Lucy Comic Ragtime Vaudeville (Recorded 1906),1900,0.992,0.753,137326,0.272,0.0,5,0.446,-11.297,1,2019-09-23,0.687,76.499,4,0.38,0
6GqTjnQ96s8rqD74env9zt,The Merry Mail Man,1900,0.993,0.71,183928,0.298,0.0,8,0.38799999999999996,-15.597000000000001,1,2021-10-22,0.94,116.51799999999999,3,0.758,0
0ZrRQgjjWBEogXX4voDI7k,House Cleaning Time,1900,0.993,0.657,144347,0.493,1.4999999999999999e-05,5,0.302,-10.384,1,1961-01-01,0.8540000000000001,119.898,3,0.588,0
2XaucpURQqyU9TNherlBxl,Si Perkins Barn Dance Comic Ragtime Vaudeville (Recorded 1909),1900,0.986,0.718,253283,0.337,0.0,0,0.905,-10.581,1,2019-09-23,0.6609999999999999,116.10700000000001,4,0.5770000000000001,0
51OPL7zoLGMHLu4xiSgctL,Pomernickel's Silver Wedding Comic Ragtime Vaudeville (Recorded 1904),1900,0.982,0.551,134322,0.462,0.0252,9,0.6809999999999999,-11.713,1,2019-09-23,0.401,84.13,4,0.887,0
7pXG8zldoq0oPHUlQ7oiDQ,Chimmie and Maggie in Nickel Land,1900,0.9940000000000001,0.561,142027,0.198,0.0,11,0.897,-20.484,1,2018-09-21,0.9229999999999999,77.047,5,0.615,0
6JO2i6SRHt5F3FYCuxrPjb,Pals Comic Ragtime Vaudeville (Recorded 1910),1900,0.98,0.606,269714,0.502,0.0,7,0.601,-9.281,1,2019-09-23,0.769,81.045,4,0.419,0
5oVvpcnXGjUOJIcaEEjbdn,Herman and Minnie Comic Ragtime Vaudeville (Recorded 1907),1900,0.9890000000000001,0.695,135445,0.34600000000000003,0.0,0,0.816,-10.956,1,2019-09-23,0.8909999999999999,86.87299999999998,3,0.596,0
18E43zSjd78q2lAcq5fj20,The Stars And Stripes Forever,1900,0.996,0.563,240733,0.225,0.914,3,0.203,-13.538,1,2013-06-10,0.0498,127.89299999999999,4,0.6779999999999999,0
2BVkUNqRtR5yYNRsC7wGIi,The Liberty Bell,1900,0.996,0.632,181360,0.3,0.9179999999999999,10,0.36,-12.879000000000001,1,2013-06-10,0.0671,123.26799999999999,4,0.41100000000000003,0
434jEGmKsxy4khw8i8QDgN,The Washington Post,1900,0.99,0.555,200107,0.447,0.898,5,0.27699999999999997,-12.787,1,2013-06-10,0.0635,129.02100000000002,4,0.6459999999999999,0
3qh4Y1jBrdFF2YxSI40Bue,The Thunderer,1900,0.996,0.5329999999999999,164493,0.187,0.905,5,0.22699999999999998,-14.57,1,2013-06-10,0.0485,125.671,4,0.612,0
2WEba5cz79hW5c47ga5fpk,Hail To The Spirit Of Liberty,1900,0.995,0.645,130293,0.284,0.885,3,0.366,-12.59,1,2013-06-10,0.0665,128.808,4,0.84,0
5O3JgGn2aQDA998xRK8egu,El Capitan,1900,0.991,0.691,195133,0.29100000000000004,0.9470000000000001,10,0.304,-13.356,1,2013-06-10,0.0497,131.85299999999998,4,0.755,0
6dAbzwrxN7kUpH9z1fEkwC,Wedding March,1900,0.996,0.40299999999999997,259600,0.0547,0.934,10,0.282,-17.125999999999998,1,2013-06-10,0.0424,65.154,4,0.193,0
29itoio3gvLeLlHLMU5adG,On The Campus,1900,0.996,0.835,172240,0.264,0.929,1,0.335,-13.825,1,2013-06-10,0.133,126.117,4,0.723,0
2fPIyD4q0xXkAe7ut15kKK,Hands Across The Sea,1900,0.95,0.613,165933,0.35700000000000004,0.915,10,0.349,-13.737,1,2013-06-10,0.0444,124.352,4,0.9359999999999999,0
1SbyCVwLozCL9J9IAzzKY8,Keeping Step With The Union,1900,0.996,0.6579999999999999,188307,0.16,0.925,3,0.331,-16.296,1,2013-06-10,0.0876,120.87299999999999,4,0.654,0
3LObYkw62EhupwN1VsdMZc,I Love a Lassie,1900,0.945,0.726,235172,0.4,0.00125,1,0.191,-11.366,1,2013-03-27,0.0552,110.745,4,0.961,0
6uiuHv7oRCKAoajcXAL3Rq,Roaming in the Gloaming,1900,0.96,0.721,232943,0.317,0.00025499999999999996,6,0.063,-11.92,1,2013-03-27,0.0575,93.215,4,0.9059999999999999,0
0sAKOLp4unn17Bgn85yfk1,Roaming In The Gloaming,1900,0.95,0.715,241227,0.297,0.00611,1,0.0708,-13.277999999999999,0,1999-01-01,0.0541,92.515,4,0.9009999999999999,0
6j0LVsX7FmHwj7HFfvpVqS,Keep Right on to the End of the Road,1900,0.977,0.509,215110,0.11199999999999999,1.18e-06,4,0.175,-15.804,1,2013-03-27,0.0419,100.87700000000001,4,0.6940000000000001,0
0YImimtbfZFpoDIe2koVqK,A Wee Deoch An' Doris,1900,0.9840000000000001,0.616,208200,0.19,2.64e-06,10,0.5539999999999999,-18.886,1,2006-02-09,0.33299999999999996,157.989,4,0.7829999999999999,0
5W8xI4u7fFqr8lQjkkFd63,Stop Yer Tickling Jock,1900,0.946,0.7559999999999999,202850,0.366,5.3299999999999995e-05,3,0.599,-12.675999999999998,1,2013-03-27,0.327,111.145,3,0.89,0
7xrHocef0gwlPCZOL1fLSK,The Waggle O' the Kilt,1900,0.9079999999999999,0.7829999999999999,228484,0.377,0.00031099999999999997,8,0.309,-14.142999999999999,1,2013-03-27,0.406,119.98100000000001,4,0.9359999999999999,0
4ZRvvfroHn5k2D0QkUgnoS,A Wee Deoch An' Dorus,1900,0.9420000000000001,0.624,227370,0.249,0.0,11,0.772,-15.058,1,2013-03-27,0.44799999999999995,172.399,4,0.7759999999999999,0
13nm6KiEq8rsC8hhzWLL0f,When I Get Back to Bonnie Scotland,1900,0.9940000000000001,0.72,211605,0.285,0.00248,1,0.541,-14.655999999999999,1,1969-11-27,0.857,111.292,4,0.878,0
1a1UU6sSWOJsxRIdvNkrGn,Canteen Concert - 12.1942,1900,0.981,0.539,45440,0.511,8.39e-06,6,0.5489999999999999,-12.517999999999999,1,2008-07-01,0.426,70.12899999999999,4,0.595,0
5CniTGR4QOcLCppKVeBkxY,"Lord God, Protect the Czar ! (Russian Empire Anthem)",1900,0.995,0.364,89908,0.037000000000000005,0.693,2,0.289,-18.25,1,2021-02-22,0.0677,81.75,4,0.377,0
4KkQ1JzDwTdZqz4HeI3R8S,Temptation Rag,1900,0.9740000000000001,0.629,181400,0.265,0.841,0,0.0895,-13.648,0,1953-01-01,0.0704,145.83700000000005,4,0.518,0
0SuDxARGr0dsX72z5o5SNI,Chicago Breakdown,1900,0.987,0.706,198533,0.16699999999999998,0.885,3,0.0941,-16.867,1,1953-01-01,0.0792,118.346,4,0.486,0
3QtBg5Op8ImH8b2AZmvob2,Wild Man Blues,1900,0.99,0.66,173240,0.222,0.9079999999999999,5,0.131,-14.254000000000001,0,1953-01-01,0.0667,112.351,4,0.228,0
7omJzERrq9or70UsXqd6hi,Kansas City Man Blues,1900,0.987,0.535,184840,0.138,0.861,8,0.0926,-15.892000000000001,1,1953-01-01,0.053,177.801,4,0.285,0
6rn8bgwgy0TVog4LOZ71ne,Melancholy,1900,0.991,0.7020000000000001,190467,0.145,0.899,10,0.0925,-16.27,1,1953-01-01,0.0643,86.634,4,0.139,0
2lrzfltVdZ4jz9AOzoNNAB,New Orleans Joys,1900,0.978,0.612,180560,0.226,0.865,10,0.0774,-16.077,1,1953-01-01,0.0806,122.81299999999999,4,0.67,0
4epETdfdo9TnBS4TCkmp6Q,Mister Joe,1900,0.966,0.632,175027,0.214,0.924,3,0.0901,-15.657,1,1953-01-01,0.085,128.634,4,0.44799999999999995,0
43gca7eppBH3wX6Xl1DgEF,Midnight Mama,1900,0.9540000000000001,0.669,152000,0.32,0.855,3,0.0967,-12.957,1,1953-01-01,0.0663,131.41899999999998,4,0.627,0
2GxBA7TlbJwDiR7UsZ6CDR,Mister Joe,1900,0.99,0.607,176956,0.0955,0.809,3,0.0963,-22.892,1,2008-09-30,0.0795,128.333,4,0.528,0
7G7XJDKWwyh1YBITuTzEB8,Kansas City Man Blues,1900,0.993,0.614,188353,0.0498,0.865,3,0.0851,-22.962,1,2008-09-30,0.0534,86.56,4,0.389,0
7iEl7EZ8pedmV0TP8ueh5o,Una furtiva lagrima,1900,0.99,0.257,348000,0.054000000000000006,0.044000000000000004,5,0.0929,-18.798,0,2004-08-10,0.0407,131.589,4,0.0564,0
78TVWUTtCC4WAhi0SRPxQK,O Sole Mio,1900,0.991,0.233,212000,0.37,5.660000000000003e-05,7,0.679,-11.029000000000002,1,2011-10-24,0.0454,84.488,4,0.205,0
4qF8rbdUljjpNRhrnJyPlG,Bello bello - Beato Remix,1900,0.00877,0.78,179262,0.835,8.32e-05,11,0.17300000000000001,-5.495,0,2022-04-26,0.0459,122.035,4,0.9620000000000001,0
7IYhGOaxOoFsNACsyMfV8I,Act II: Una furtiva lagrima ... Un solo instante,1900,0.988,0.132,323773,0.22,0.00038700000000000003,10,0.16,-17.048,1,1990,0.0463,70.634,3,0.109,0
0svZZOeM8RjMywd1N5e7dc,Mi par d'udir ancora,1900,0.996,0.29600000000000004,208960,0.187,0.00221,8,0.18600000000000005,-12.972000000000001,0,1988-03-01,0.0322,70.123,5,0.162,0
6C0rKh1ou1Ee8Ib0jdFnbe,Santa Lucia,1900,0.995,0.384,200080,0.138,0.0,3,0.24600000000000002,-14.110999999999999,1,2001-01-01,0.0392,101.414,3,0.36200000000000004,0
7idTMG6EKZy0531lIx8RJ5,"Rigoletto: ""La Donna E' Mobile""",1900,0.971,0.39799999999999996,149333,0.534,0.000169,10,0.748,-7.602,0,2011-10-24,0.0537,74.203,4,0.32,0
4zcyJUDqe446r9MCioK80C,Core 'ngrato (1911 Recording),1900,0.993,0.20600000000000002,268560,0.248,0.00215,3,0.102,-11.088,1,2011-01-01,0.0368,69.512,4,0.191,0
51Jf9tOTS9Sfe4wz8Gb4Ah,Santa Lucia,1900,0.9790000000000001,0.322,243573,0.3720000000000001,0.461,3,0.149,-8.023,1,2011-10-24,0.034,111.22,3,0.484,0
5Jtqn2UfllfzuYSexG94Ra,"Pagliacci: Recitar ""Vesti la Giubba""",1900,0.992,0.35100000000000003,199667,0.29,0.00039,4,0.693,-11.91,1,2011-10-24,0.0561,104.616,5,0.0672,0
25ShBSG34RFJotREwfKHRI,"Louise, Act III: ""Depuis le jour""",1900,0.977,0.16,288000,0.0717,0.11,7,0.125,-22.938000000000002,1,2013-01-01,0.0468,87.649,4,0.0349,0
1hQy1OVdyAyDLTiGVCgHm5,"""Depuis le jour""",1900,0.976,0.212,317893,0.0952,0.0113,7,0.0817,-20.361,1,2008-01-01,0.0429,87.061,4,0.0377,0
4Xi4IVLqeM3kb9wxFbgWH6,"Louise / Act 3: ""Depuis le jour""",1900,0.976,0.23199999999999998,366893,0.113,0.608,7,0.0955,-19.715999999999998,1,1998-01-01,0.0487,88.875,4,0.0338,0
2qvf9Hz84ySrUWquTSMQNl,"Charpentier: Louise, Act 3: ""Depuis le jour où je me suis donnée"" (Louise)",1900,0.971,0.23199999999999998,287200,0.14,0.00446,7,0.109,-15.093,1,1982,0.0408,86.985,4,0.0373,0
6mHMJ5RCfONQ60i2sju7tP,Act III: Depuis le jour,1900,0.945,0.153,289053,0.138,0.0511,7,0.10099999999999999,-20.294,1,1965,0.0423,81.669,4,0.0393,0
5qOvb7QruqPo0wAmhtmB6F,"Charpentier, G.: Louise, Act 3 Scene 1: ""Depuis le jour où je me suis donnée"" (Louise)",1900,0.981,0.18600000000000005,303307,0.0946,0.0918,7,0.0863,-19.259,1,1995-08-08,0.0461,86.71700000000001,4,0.0354,0
3Zch3Xnv4GTfHOFZYidJH1,Louise / Act 3: Depuis le jour,1900,0.9690000000000001,0.191,245533,0.201,0.000459,7,0.11599999999999999,-14.751,1,1970-01-01,0.0461,74.337,4,0.0384,0
6K2gF67FPYVOJ3d530u3fY,"Charpentier : Louise : Act 2 ""Depuis le jour où je me suis donné"" [Louise]",1900,0.977,0.152,334813,0.0727,0.365,7,0.10099999999999999,-20.242,1,2010-02-23,0.0548,72.408,3,0.0362,0
5P3sQs6EAImc73uaIMCFZX,"Louise / Act 3: ""Depuis le jour""",1900,0.9570000000000001,0.22,372373,0.0971,0.00606,7,0.131,-17.378,1,2003-01-01,0.0437,79.719,3,0.0384,0
5SwnzlXHaTBv92JfNjFJVp,"Charpentier, G.: Louise, Act 3 Scene 1: ""Depuis le jour où je me suis donnée"" (Louise)",1900,0.976,0.21600000000000005,328373,0.11199999999999999,0.0221,7,0.11,-21.724,1,2002-02-25,0.0509,81.935,4,0.0348,0
0ReOQ1ue31GYhkJMjcle17,Some of These Days,1900,0.9670000000000001,0.685,141173,0.305,0.41,9,0.204,-10.992,0,1955-02-04,0.306,81.27600000000002,4,0.738,0
6Dcrrk5xK4d6VCsAyCl5Me,Some of These Days 2,1900,0.9840000000000001,0.491,175560,0.301,7.75e-05,9,0.13,-9.791,0,1955-02-04,0.0381,145.92700000000005,4,0.7390000000000001,0
1k9paLBxDABeZ6hlNgloKK,He Hadn't up Till Yesterday,1900,0.9540000000000001,0.763,177813,0.251,0.0,5,0.0921,-11.835,1,1955-02-04,0.195,148.563,4,0.708,0
1wyNynrZzXr9HDuwp0CIgw,I Ain't Takin' Orders from No One,1900,0.995,0.647,186747,0.146,0.24100000000000002,5,0.306,-9.99,1,1955-02-04,0.0753,151.185,4,0.433,0
3upmfhOPj1NuBrR7JpT5En,I Ain't Got Nobody,1900,0.982,0.514,149453,0.299,0.000164,0,0.281,-10.909,1,1955-02-04,0.0424,158.01,4,0.688,0
13gYMg3Yz5bKElWKlKduok,There'll Be Some Changes Made,1900,0.981,0.654,179587,0.121,0.000124,1,0.10800000000000001,-14.185,1,1955-02-04,0.0862,129.529,4,0.32,0
2OYhXkDhb0CC64HCqvRtHY,Papa Better Watch Your Step,1900,0.995,0.595,166587,0.209,2.72e-05,7,0.222,-12.084000000000001,1,1955-02-04,0.0534,122.95,4,0.46399999999999997,0
6niUEp0pd3kjp85u0E8Ilp,I Ain't Got Nobody 2,1900,0.9620000000000001,0.531,148440,0.22899999999999998,6.91e-05,4,0.0987,-10.692,0,1955-02-04,0.042,163.28799999999995,4,0.579,0
0EJkQUPQJPLLPBwmwXu6Ji,I Know That My Baby Is Cheating on Me,1900,0.94,0.711,170573,0.233,0.0,1,0.0776,-11.847000000000001,1,1955-02-04,0.314,148.69,4,0.82,0
5JLzXAW2z13K3syT8GZtOH,I Don't Want to Get Thin,1900,0.9840000000000001,0.6990000000000001,167640,0.243,0.0,1,0.12,-12.92,1,1955-02-04,0.39899999999999997,135.265,4,0.604,0
2kyEgPaAW8wdpvevPnkf0Z,Ave Maria,1900,0.993,0.132,163267,0.0195,0.888,0,0.0569,-29.76,1,2015-09-18,0.0445,81.616,3,0.14,0
38qcJNBvek8zT8xoOi0oZ4,Ave Maria,1900,0.972,0.281,191160,0.0651,0.853,0,0.105,-22.776999999999997,1,2003-09-01,0.0522,111.509,4,0.11599999999999999,0
